Country Name;2016 [YR2016]
Malaysia;24590.0
Maldives;17270.0
Mali;2480.0
Malta;33990.0
Marshall Islands;5530.0
Mauritania;4600.0
Mauritius;22860.0
Mexico;19580.0
Micronesia, Fed. Sts.;3900.0
Moldova;10900.0
Mongolia;9650.0
Montenegro;16960.0
Morocco;7740.0
Mozambique;1350.0
Myanmar;4340.0
Namibia;10000.0
Nauru;14080.0
Nepal;3010.0
Netherlands;51590.0
New Zealand;38680.0
Nicaragua;5600.0
Niger;1230.0
Nigeria;6990.0
Norway;61860.0
Oman;32420.0
Pakistan;4550.0
Palau;17290.0
Panama;28180.0
Papua New Guinea;3640.0
Paraguay;12850.0
Peru;11570.0
Philippines;8200.0
Poland;27250.0
Portugal;30870.0
Puerto Rico (US);21630.0
Qatar;89280.0
Romania;22000.0
Russian Federation;23340.0
Rwanda;1820.0
Samoa;6010.0
Sao Tome and Principe;3350.0
Saudi Arabia;51050.0
Senegal;3020.0
Serbia;14530.0
Seychelles;26810.0
Sierra Leone;2590.0
Singapore;84570.0
Sint Maarten (Dutch part);43720.0
Slovak Republic;29080.0
Slovenia;32800.0
Solomon Islands;2350.0
Somalia, Fed. Rep.;1460.0
South Africa;13170.0
Spain;37670.0
Sri Lanka;12750.0
St. Kitts and Nevis;26630.0
St. Lucia;14400.0
St. Vincent and the Grenadines;13360.0
Sudan;4380.0
Suriname;13740.0
Eswatini;8020.0
Sweden;50420.0
Switzerland;66960.0
Tajikistan;3370.0
Tanzania;2390.0
Thailand;15890.0
Timor-Leste;4590.0
Togo;1950.0
Tonga;6010.0
Trinidad and Tobago;27720.0
Tunisia;10760.0
Turkiye;26450.0
Turkmenistan;12580.0
Turks and Caicos Islands;28760.0
Tuvalu;5860.0
Uganda;2130.0
Ukraine;10980.0
United Arab Emirates;70370.0
United Kingdom;43050.0
United States;58690.0
Uruguay;21780.0
Uzbekistan;6990.0
Vanuatu;3100.0
Viet Nam;7910.0
West Bank and Gaza;6810.0
Zambia;3210.0
Zimbabwe;4030.0
South Sudan;263.9
Afghanistan;12084.4
Albania;7891.8
Algeria;19560.0
Angola;688276.2
Argentina;290100.0
Armenia;3293.1
Australia;1340372.0
Austria;38847.9
Azerbaijan;10874.752
Bahamas, The;5098.6
Bangladesh;18834.0
Belarus;87096.0
Belgium;6893.0
Belize;13216.8
Benin;33351.5
Bhutan;27171.6
Bolivia;517506.8
Bosnia and Herzegovina;21765.1
Botswana;157279.0
Brazil;5020820.0
Brunei Darussalam;3800.0
Bulgaria;38410.0
Burkina Faso;64164.0
Burundi;2796.4
Cabo Verde;445.2
Cambodia;86911.3
Cameroon;205644.8
Canada;3470760.4
Central African Republic;224230.0
Chad;47690.0
Chile;177190.1
China;2124600.0
Colombia;599594.9
Comoros;346.7
Congo, Dem. Rep.;1305607.4
Congo, Rep.;220030.0
Costa Rica;29694.0
Cote d'Ivoire;32882.6
Croatia;19241.202
Cuba;32410.0
Cyprus;1726.1
Czechia;26698.5
Denmark;6246.6
Dominica;478.7
Dominican Republic;21117.4
Ecuador;127549.1
Egypt, Arab Rep.;449.8
El Salvador;6018.8
Equatorial Guinea;24818.6
Eritrea;10679.0
Estonia;24212.5
Ethiopia;173605.0
Fiji;11133.0
Finland;224090.0
France;169194.0
French Polynesia;1494.6
Gabon;235781.2
Gambia, The;2656.0
Georgia;28224.0
Germany;114190.0
Ghana;79222.4
Greece;39018.0
Guam;280.0
Guatemala;35742.0
Guinea;63490.0
Guinea-Bissau;20137.7
Guyana;184521.6
Haiti;3597.4
Honduras;64430.5
Hungary;20587.3
Iceland;486.6
India;710940.0
Indonesia;952718.0
Iran, Islamic Rep.;107020.0
Iraq;8250.0
Ireland;7623.5
Israel;1400.0
Italy;93508.9
Jamaica;5813.4
Japan;249400.0
Jordan;975.0
Kazakhstan;33377.1
Kenya;35519.7
Korea, Dem. People's Rep.;61150.0
Korea, Rep.;63250.0
Kyrgyz Republic;12562.4
Lao PDR;167335.0
Latvia;33953.1
Lebanon;1409.3
Lesotho;345.2
Liberia;77384.8
Libya;2170.0
Lithuania;21900.0
Luxembourg;887.0
North Macedonia;10016.7
Madagascar;124826.8
Malawi;24097.0
Malaysia;193146.4
Mali;132960.0
Mauritania;3346.0
Mauritius;382.9
Mexico;662031.5
Micronesia, Fed. Sts.;643.0
Moldova;3865.0
Mongolia;141772.2
Montenegro;8270.0
Morocco;56997.9
Mozambique;376282.9
Myanmar;297027.3
Namibia;69229.4
Nepal;59620.3
Netherlands;3657.6
New Caledonia;8384.2
New Zealand;98467.5
Nicaragua;38075.3
Niger;11293.8
Nigeria;222801.479
Norway;121488.0
Pakistan;38682.4
Palau;410.8
Panama;42595.0
Papua New Guinea;359898.8
Paraguay;173331.3
Peru;730102.8
Philippines;70490.4
Poland;94350.0
Portugal;33120.0
Puerto Rico (US);4943.7
Romania;69290.5
Russian Federation;8151210.0
Rwanda;2720.0
Samoa;1635.9
Sao Tome and Principe;543.8
Saudi Arabia;9770.0
Senegal;82281.6
Serbia;27201.8
Seychelles;337.0
Sierra Leone;26138.0
Slovak Republic;19233.7
Slovenia;12459.7
Solomon Islands;25258.9
Somalia, Fed. Rep.;62870.0
South Africa;171956.9
South Sudan;71570.0
Spain;185552.4
Sri Lanka;21256.6
St. Vincent and the Grenadines;285.4
Sudan;190481.9
Suriname;152403.2
Eswatini;4927.2
Sweden;279800.0
Switzerland;12553.5
Syrian Arab Republic;5220.8
Tajikistan;4218.0
Tanzania;476210.0
Thailand;200170.0
Timor-Leste;9267.0
Togo;12211.1
Trinidad and Tobago;2298.7
Tunisia;6966.1
Turkiye;216303.0
Turkmenistan;41270.0
Uganda;25029.1
Ukraine;96640.0
United Arab Emirates;3173.0
United Kingdom;31590.0
United States;3100950.0
Uruguay;19470.0
Uzbekistan;35863.0
Vanuatu;4423.0
Venezuela, RB;465432.6
Viet Nam;143776.8
Yemen, Rep.;5490.0
Zambia;455668.0
Zimbabwe;176288.6
Antigua and Barbuda;340.162467773313
Denmark;350.658246436019
Equatorial Guinea;607.222649588308
Israel;264.38991780593
Luxembourg;1420.31670909076
Maldives;934.632547339889
Malta;281.701027865389
Monaco;1290.64563888582
Qatar;664.655955315431
Singapore;626.796846792948
Switzerland;415.773085528418
United Kingdom;357.592909577301
Albania;840.619363568519
Algeria;1371.20207705232
Angola;462.934994006148
Argentina;1889.87018853289
Armenia;1043.09797203416
Australia;5216.98867184459
Austria;3797.16802222945
Azerbaijan;1480.9342834589
Bahrain;9878.66504979139
Bangladesh;255.923548835134
Belarus;2639.09486268036
Belgium;4904.15770755315
Benin;409.038821084068
Bolivia;778.965230116872
Bosnia and Herzegovina;1945.25475764264
Botswana;1245.11570542658
Brazil;1414.8979311951
Brunei Darussalam;7008.28171997556
Bulgaria;2606.61053390992
Burkina Faso;271.615575346763
Cambodia;412.747652430932
Cameroon;400.082970120892
Canada;7944.50789345873
Chile;2070.46958170364
China;2149.2047500244
Colombia;910.977529760876
Congo, Dem. Rep.;355.065446444122
Congo, Rep.;561.321718306384
Costa Rica;1001.15093508133
Cote d'Ivoire;391.655583364613
Croatia;2057.18869470229
Cuba;960.436964626777
Curacao;12894.4531964629
Cyprus;1761.87442919766
Czechia;3927.72515918366
Denmark;2891.02688317679
Dominican Republic;842.638249219176
Ecuador;885.602158222866
Egypt, Arab Rep.;872.581407763809
El Salvador;686.997805008996
Equatorial Guinea;1510.32394648061
Eritrea;277.263825443909
Estonia;4579.42111654538
Ethiopia;383.623509864643
Finland;6120.63301519281
France;3718.17053401513
Gabon;2489.24179859903
Georgia;1300.49894445527
Germany;3765.21799936242
Ghana;327.900376302991
Gibraltar;6576.81314975242
Greece;2109.41656684289
Guatemala;833.55203066865
Haiti;408.56544100745
Honduras;616.39140542774
Hong Kong SAR, China;2081.70251975178
Hungary;2613.09354239281
Iceland;15701.4730096728
India;627.273531026365
Indonesia;718.57953489745
Iran, Islamic Rep.;2860.59701763688
Iraq;1076.62803028259
Ireland;2932.30415263032
Israel;2569.21718310487
Italy;2511.46353090755
Jamaica;998.797053907958
Japan;3370.8877963853
Jordan;887.616759444148
Kazakhstan;3389.09731833891
Kenya;533.407778503543
Korea, Dem. People's Rep.;409.40016933224
Korea, Rep.;5390.84042635905
Kuwait;9684.89135568875
Kyrgyz Republic;624.353480068472
Lao PDR;754.130255846522
Latvia;2172.43884661611
Lebanon;1356.17702319106
Libya;3118.86767779323
Lithuania;2504.98383829705
Luxembourg;6342.68337961913
North Macedonia;1408.22019004476
Madagascar;293.322517988217
Malaysia;2759.17228283076
Malta;1311.66732595294
Mauritius;1135.89802652029
Mexico;1525.3837445098
Moldova;1356.31269266323
Mongolia;1588.34126525003
Montenegro;1552.23307233486
Morocco;558.062023900473
Mozambique;380.805586001126
Myanmar;376.137198590416
Namibia;759.461668268778
Nepal;458.265548485248
Netherlands;4352.44653138733
New Zealand;4265.93839527509
Nicaragua;626.823007449197
Nigeria;330.71892495147
Norway;5368.57647170474
Oman;5557.31259783447
Pakistan;446.831497143007
Panama;1045.76582937315
Paraguay;1072.60628446376
Peru;764.054757957891
Philippines;520.980850770081
Poland;2614.97160490538
Portugal;2111.0971132123
Qatar;15178.8562114172
Romania;1604.62335040687
Russian Federation;4917.54083897618
Rwanda;347.74298432412
Saudi Arabia;7521.58911581712
Senegal;287.042022425235
Serbia;2165.83889288491
Singapore;5449.41985010808
Slovak Republic;3159.56804668402
Slovenia;3296.73500361863
South Africa;2311.76901865151
Spain;2563.00704379932
Sri Lanka;542.532333545075
Sudan;448.456631655364
Suriname;1728.65071732658
Eswatini;1035.35273669945
Sweden;4858.89940544006
Switzerland;2819.83095943189
Syrian Arab Republic;530.409473294403
Tajikistan;326.569218788739
Tanzania;416.315699078634
Thailand;1985.00530928348
Togo;422.806732967677
Trinidad and Tobago;12250.992693627
Tunisia;955.176493865808
Turkiye;1724.54363987712
Turkmenistan;3589.90954802381
Uganda;473.604213435105
Ukraine;2007.97794185628
United Arab Emirates;10355.5476088804
United Kingdom;2696.97999020896
United States;6663.4963294418
Uruguay;1550.98299580242
Uzbekistan;1209.61523440111
Venezuela, RB;1901.6695815311
Viet Nam;738.879533385899
Zambia;683.714230135287
Zimbabwe;423.185508873165
Albania;2132.76301009605
Algeria;1470.35348531547
Angola;331.664900231538
Argentina;3104.98925144338
Armenia;1889.85061658256
Australia;10196.8479313322
Austria;8255.77897660756
Azerbaijan;2215.66064195539
Bahrain;19531.1457401213
Bangladesh;412.780315331328
Belarus;3560.00113629415
Belgium;7753.83707358176
Bolivia;760.910982270157
Bosnia and Herzegovina;3642.95683015534
Botswana;1700.39413346125
Brazil;2592.61337303819
Brunei Darussalam;9420.81185506731
Bulgaria;5124.6428306711
Cambodia;407.3727529447
Canada;15759.6052350317
Chile;4185.58466008595
China;4237.54530584599
Colombia;1478.42913852649
Congo, Rep.;304.44979220823
Costa Rica;2068.21535574907
Croatia;4028.61840911819
Cuba;1539.28610358674
Curacao;4929.10111233591
Cyprus;3737.73756943591
Czechia;6459.66831252321
Denmark;5887.38497314076
Dominican Republic;1542.72927934887
Ecuador;1423.43545243697
Egypt, Arab Rep.;1478.93755564303
El Salvador;1007.93446006967
Equatorial Guinea;822.179757669147
Estonia;7150.83713966514
Finland;15489.9556948907
France;7276.87553511397
Gabon;1011.28121330892
Georgia;2873.23558251431
Germany;6972.36527283762
Ghana;357.703181095504
Gibraltar;6179.80866361638
Greece;5500.84999300759
Guatemala;640.98308660279
Honduras;699.291783799634
Hong Kong SAR, China;6390.4260829267
Hungary;4205.74082033822
Iceland;53842.8745613957
India;879.945696796945
Indonesia;907.717733163991
Iran, Islamic Rep.;3020.01278381479
Iraq;1112.43605247329
Ireland;5830.06944348211
Israel;6890.5920898666
Italy;5124.17628393394
Jamaica;1143.80684113221
Japan;8066.01561270421
Jordan;1788.46128669876
Kazakhstan;4797.4797969897
Korea, Dem. People's Rep.;784.370157028905
Korea, Rep.;10609.8069063993
Kuwait;15956.910124033
Kyrgyz Republic;1738.85218914333
Lao PDR;796.954377908066
Latvia;3563.08658627012
Lebanon;2768.91252020383
Libya;3840.24670218871
Lithuania;4043.33886509171
Luxembourg;14327.8340383565
North Macedonia;3490.50759240482
Malaysia;4567.33056650294
Malta;4767.82433636594
Mauritius;2271.02418442932
Mexico;2292.03193018292
Moldova;1882.5008401155
Mongolia;2026.64028365194
Montenegro;4643.77719464047
Morocco;903.451649561607
Mozambique;481.835951539126
Namibia;1623.88442501741
Netherlands;6731.46719432184
New Zealand;8741.4352686621
Nicaragua;597.978457372816
Norway;23867.7135377673
Oman;7056.22134257006
Pakistan;455.97127147955
Panama;2235.49460100876
Paraguay;1845.85812480017
Peru;1493.85284898246
Philippines;773.021447487509
Poland;4191.16764204412
Portugal;4875.62190982051
Qatar;16056.9986108829
Romania;2688.06630221791
Russian Federation;6683.60463084419
Saudi Arabia;11051.2312417204
Senegal;275.831867207475
Serbia;4620.36161002573
Singapore;9040.02883392902
Slovak Republic;5226.30375867414
Slovenia;6996.46786845013
South Africa;3935.6578258883
Spain;5504.26697031493
Sri Lanka;626.479324814937
Sudan;286.913014702026
Suriname;2979.12232436194
Eswatini;1060.45461228161
Sweden;13675.7873181576
Switzerland;7479.69328361043
Syrian Arab Republic;777.489270773103
Tajikistan;1484.4967041827
Thailand;2713.87851406553
Trinidad and Tobago;6770.0966470812
Tunisia;1442.05656261943
Turkiye;3073.67891217991
Turkmenistan;2717.43531213085
Ukraine;3160.98233213565
United Arab Emirates;13705.6181271716
United Kingdom;5009.54166476138
United States;12806.1977101885
Uruguay;3408.71125620435
Uzbekistan;1538.10658341199
Venezuela, RB;2384.08202375891
Viet Nam;1788.72117786832
Zambia;661.329091746139
Zimbabwe;511.77051640193
Afghanistan;18116572395.0772
Albania;11988668784.6628
Algeria;180763839522.151
American Samoa;671000000.0
Andorra;2896611878.6258
Angola;59878249719.3279
Antigua and Barbuda;1489603703.7037
Argentina;557532320662.955
Armenia;10546136235.5219
Aruba;2983637430.1676
Australia;1211588128417.61
Austria;393687359770.273
Azerbaijan;37866996882.9157
Bahamas, The;11880900000.0
Bahrain;33884680851.0638
Bangladesh;265224515675.034
Barbados;5674600000.0
Belarus;47723545321.259
Belgium;474271566739.729
Belize;2239604950.0
Benin;11821065853.3838
Bermuda;6899911000.0
Bhutan;2357504760.78592
Bolivia;33941126193.9219
Bosnia and Herzegovina;17116926553.8513
Botswana;15082637184.0496
Brazil;1795693265999.04
Brunei Darussalam;11400266044.6651
Bulgaria;53929397039.2106
Burkina Faso;12833363045.3367
Burundi;2618093125.14687
Cabo Verde;1849789985.99572
Cambodia;26556545153.3573
Cameroon;33814337044.3765
Canada;1527994741907.43
Cayman Islands;4909322200.00212
Central African Republic;1825018144.65595
Chad;13026289835.7789
Channel Islands;9168857222.32574
Chile;249344863928.438
China;11456024084962.0
Colombia;282720100286.228
Comoros;1012835493.19325
Congo, Dem. Rep.;38600224214.4728
Congo, Rep.;10931328150.8478
Costa Rica;58847019609.6549
Cote d'Ivoire;48407761036.8238
Croatia;52650714171.8617
Cuba;91370407900.0
Curacao;3024690188.01683
Cyprus;21046462280.5979
Czechia;198160659303.939
Denmark;312181849372.233
Djibouti;2604955228.70117
Dominica;612711111.111111
Dominican Republic;75552902635.7075
Ecuador;97671433000.0
Egypt, Arab Rep.;332441717791.411
El Salvador;24191430000.0
Equatorial Guinea;11240808847.8878
Estonia;24561027787.7896
Ethiopia;68475871209.607
Faroe Islands;2813278868.78208
Fiji;4930213644.36653
Finland;238777818792.608
France;2470407619777.13
French Polynesia;5497036476.8031
Gabon;14023890265.3665
Gambia, The;1484578885.97132
Georgia;15444548901.9637
Germany;3536787895179.0
Ghana;56144179397.8516
Greece;193097239005.87
Greenland;2707139544.46695
Grenada;1061640740.74074
Guam;5901000000.0
Guatemala;66053408205.8838
Guinea;8595955222.49719
Guinea-Bissau;1245074264.10396
Guyana;4482697336.56174
Haiti;14069277526.2278
Honduras;21717604952.1835
Hong Kong SAR, China;320860317562.562
Hungary;128983560865.293
Iceland;21083713310.457
India;2294796885663.16
Indonesia;931877364037.698
Iran, Islamic Rep.;478618064870.999
Iraq;166743557747.671
Ireland;305431252708.748
Isle of Man;6846377563.00683
Israel;321940971558.016
Italy;1887111188176.93
Jamaica;14898999754.1229
Japan;5003677627544.24
Jordan;39892551126.7606
Kazakhstan;137278320084.171
Kenya;74815144163.8931
Kiribati;206467818.503227
Korea, Rep.;1579150518945.44
Kosovo;6682677289.98994
Kuwait;109406674124.652
Kyrgyz Republic;6813095379.1187
Lao PDR;15912501722.6143
Latvia;27117105059.5075
Lebanon;51147308774.1294
Lesotho;2114426452.2019
Liberia;3398419600.0
Libya;49912073701.298
Liechtenstein;6237302033.50132
Lithuania;42970749245.0336
Luxembourg;62216885435.9488
Macao SAR, China;44964868323.7558
North Macedonia;10672467073.2873
Madagascar;11848613858.442
Malawi;7909868618.46366
Malaysia;301256033870.334
Maldives;4409942623.85538
Mali;16743796799.8329
Malta;12025782834.1534
Marshall Islands;201800000.0
Mauritania;6398747592.13185
Mauritius;12757680846.5663
Mexico;1112233497452.7
Micronesia, Fed. Sts.;325000000.0
Moldova;7980917075.7748
Monaco;6471290793.55029
Mongolia;11181350649.3573
Montenegro;4357469330.46719
Morocco;111572947004.917
Mozambique;12069051237.1711
Myanmar;63298361983.5653
Namibia;10722018732.0936
Nauru;97541943.0355053
Nepal;24524109483.5293
Netherlands;797163949289.885
New Caledonia;8724568954.89799
New Zealand;189100085275.23
Nicaragua;13286093388.4752
Niger;10398861981.7583
Nigeria;404649125252.16
Northern Mariana Islands;1230000000.0
Norway;370956547619.048
Oman;75128738621.5865
Pakistan;313630000130.435
Palau;305227020.263672
Panama;59760858717.8359
Papua New Guinea;20758876952.6232
Paraguay;36089700222.9546
Peru;191898104390.379
Philippines;318627003016.731
Poland;473259583969.643
Portugal;206305431241.638
Puerto Rico (US);104336700000.0
Qatar;151732142857.143
Romania;185290759248.844
Russian Federation;1276786350881.14
Rwanda;8695272057.91798
Samoa;843924796.697421
San Marino;1468343139.74326
Sao Tome and Principe;292267272.196925
Saudi Arabia;689279466666.667
Senegal;19040312333.1864
Serbia;42225495909.5633
Seychelles;1568513348.14463
Sierra Leone;6084297211.10217
Singapore;319646468521.497
Sint Maarten (Dutch part);1427017206.70391
Slovak Republic;90347173228.6356
Slovenia;44290685824.0682
Solomon Islands;1379486290.71433
Somalia, Fed. Rep.;6613743069.99912
South Africa;323585509674.481
Spain;1243015667917.12
Sri Lanka;88000211171.5956
St. Kitts and Nevis;1006818518.51852
St. Lucia;1868544444.44444
St. Vincent and the Grenadines;814303703.703704
Sudan;42630376000.0
Suriname;3317421648.09918
Eswatini;3722306116.72872
Sweden;513058312950.939
Switzerland;687895460902.713
Syrian Arab Republic;12597854877.4254
Tajikistan;6992416096.89018
Tanzania;49774409374.4538
Thailand;413366349747.508
Timor-Leste;1640464612.08088
Togo;6071167584.1951
Tonga;420828262.317922
Trinidad and Tobago;23624322192.6274
Tunisia;44360072680.4476
Turkiye;870818016909.84
Turkmenistan;36169428571.4286
Turks and Caicos Islands;1202078000.0
Tuvalu;41629064.2232388
Uganda;29203988696.2626
Ukraine;93355869403.9223
United Arab Emirates;381717086453.37
United Kingdom;2706807606538.73
United States;18695110842000.0
Uruguay;57480787465.2716
Uzbekistan;86138288644.171
Vanuatu;804323576.861028
Venezuela, RB;112915034262.314
Viet Nam;257096001177.982
Virgin Islands (U.S.);3798000000.0
West Bank and Gaza;15405400000.0
Yemen, Rep.;31317825274.1507
Zambia;20958412538.3093
Zimbabwe;20559250000.0
Venezuela, RB;307.478007106374
Hong Kong SAR, China;995.21049131838
South Africa;293.993488633205
Macao SAR, China;310.568
Hong Kong SAR, China;331.345118672303
Afghanistan;2596050086.4
Albania;8516021767.5
Algeria;5463041852.5
Angola;57434097528.2
Argentina;181637286190.7
Armenia;9855623087.1
Azerbaijan;14469746198.7
Bangladesh;41569252897.7
Belarus;37515947697.5
Belize;1290777702.5
Benin;4184965533.2
Bhutan;2389670352.4
Bolivia;10994252972.4
Bosnia and Herzegovina;11664670468.5
Botswana;2121220930.7
Brazil;543257228545.3
Bulgaria;39994027753.1
Burkina Faso;10251883007.9
Burundi;603715776.7
Cabo Verde;1837379413.6
Cambodia;10063760399.9
Cameroon;7890233642.2
Central African Republic;743898467.8
Chad;2857894668.9
China;1413904270462.7
Colombia;120886231723.7
Comoros;175006571.8
Congo, Dem. Rep.;5218340595.9
Congo, Rep.;6666379338.7
Cote d'Ivoire;11454555251.3
Djibouti;1702240895.4
Dominica;536051362.9
Dominican Republic;28291425524.5
Ecuador;35395057632.2
Egypt, Arab Rep.;69188517055.2
El Salvador;16582870003.6
Eritrea;800798598.7
Ethiopia;23396722284.1
Fiji;1401041843.0
Gabon;5386777813.9
Gambia, The;623076239.2
Georgia;15830998022.1
Ghana;34860777089.7
Grenada;623422784.3
Guatemala;21129829604.4
Guinea;2217230661.2
Guinea-Bissau;595584357.4
Guyana;1643860201.4
Haiti;2300997423.0
Honduras;7621689846.3
India;455541896498.9
Indonesia;319052612588.1
Iran, Islamic Rep.;6058410415.5
Iraq;23353445730.2
Jamaica;14006048394.7
Jordan;27110465347.6
Kazakhstan;166979215648.4
Kenya;21057671043.3
Kosovo;2124679279.7
Kyrgyz Republic;7973634965.0
Lao PDR;13528101907.2
Lebanon;69523800483.9
Lesotho;1358062674.5
Liberia;949982627.2
North Macedonia;7364973879.5
Madagascar;2976805934.8
Malawi;1848081075.2
Maldives;1137521463.6
Mali;3847760144.7
Mauritania;5080228847.5
Mauritius;10444397736.4
Mexico;544792453300.0
Moldova;6217992082.0
Mongolia;26419310479.1
Montenegro;6277162867.3
Morocco;47831451631.0
Mozambique;43401165454.9
Myanmar;10112462045.0
Nepal;4297388214.0
Nicaragua;12218682282.7
Niger;2511623278.5
Nigeria;43735939488.9
Pakistan;75132689979.4
Papua New Guinea;19247283289.3
Paraguay;17249495429.0
Peru;70260218413.7
Philippines;75276875923.6
Russian Federation;535225173047.3
Rwanda;4318716827.6
Samoa;444079880.5
Sao Tome and Principe;240916227.4
Senegal;11454854863.9
Serbia;27905718375.2
Sierra Leone;1624480861.3
Solomon Islands;263838572.3
Somalia, Fed. Rep.;2744666127.8
South Africa;144058545587.0
Sri Lanka;46662738616.2
St. Lucia;543662556.6
St. Vincent and the Grenadines;361331556.4
Sudan;21361100515.0
Suriname;2962151764.6
Eswatini;765430841.0
Syrian Arab Republic;4367932030.6
Tajikistan;5180495790.8
Tanzania;19530747919.3
Thailand;131071178439.1
Timor-Leste;80907571.1
Togo;1213797944.2
Tonga;174411669.5
Tunisia;29527167044.6
Turkiye;398941852378.3
Turkmenistan;8167364609.0
Uganda;10088174030.4
Ukraine;116341600303.7
Uzbekistan;15334623459.2
Vanuatu;293420900.7
Viet Nam;90484088511.7
Yemen, Rep.;7062871730.7
Zambia;15755769971.2
Zimbabwe;11815422651.3
Andorra;1415.0
Angola;91614.0
Argentina;5215.0
Aruba;405.0
Australia;254648.0
Austria;65976.0
Azerbaijan;4671.0
Bahamas, The;1002.0
Bahrain;46833.0
Belarus;8272.0
Belgium;28090.0
Belize;3313.0
Benin;3837.0
Bhutan;1116.0
Brunei Darussalam;415.0
Cameroon;13255.0
Canada;329455.0
Cayman Islands;1094.0
Chad;21540.0
Channel Islands;307.0
Chile;135864.0
Colombia;104373.0
Congo, Dem. Rep.;440748.0
Costa Rica;1649.0
Cote d'Ivoire;18568.0
Curacao;645.0
Cyprus;10951.0
Czechia;5465.0
Denmark;33391.0
Djibouti;1623.0
Ecuador;35461.0
Equatorial Guinea;17107.0
Estonia;1081.0
Ethiopia;115823.0
Faroe Islands;541.0
Finland;17321.0
France;15548.0
Gabon;7398.0
Germany;517480.0
Ghana;7009.0
Gibraltar;401.0
Greece;10484.0
Hong Kong SAR, China;10262.0
Iceland;4128.0
India;81248.0
Iran, Islamic Rep.;66630.0
Ireland;18967.0
Israel;24308.0
Italy;84568.0
Japan;314732.0
Jordan;31046.0
Kazakhstan;9478.0
Korea, Rep.;91568.0
Kuwait;105818.0
Kyrgyz Republic;1187.0
Luxembourg;12760.0
Macao SAR, China;7676.0
Malawi;3505.0
Malaysia;222141.0
Maldives;9421.0
Malta;8624.0
Monaco;798.0
Mongolia;5633.0
Namibia;14002.0
Netherlands;88743.0
New Zealand;75512.0
Niger;14833.0
Nigeria;75265.0
Norway;26417.0
Oman;117538.0
Panama;10109.0
Papua New Guinea;28473.0
Peru;96740.0
Qatar;119725.0
Russian Federation;447645.0
San Marino;291.0
Senegal;29498.0
Seychelles;1682.0
Sierra Leone;4657.0
Singapore;13737.0
Sint Maarten (Dutch part);545.0
Slovak Republic;3487.0
Slovenia;1195.0
Solomon Islands;6146.0
Somalia, Fed. Rep.;124017.0
Spain;106474.0
Sudan;84728.0
Sweden;119234.0
Switzerland;71009.0
Tanzania;152194.0
Thailand;112978.0
Turkiye;352063.0
Turkmenistan;13365.0
Turks and Caicos Islands;1309.0
Uganda;123379.0
United Arab Emirates;195317.0
United Kingdom;324649.0
United States;1889129.0
Viet Nam;167652.0
Zambia;25860.0
Afghanistan;167894464.282526
Albania;147156757.388012
Algeria;76633496.3215657
Angola;1176110313.56
Antigua and Barbuda;54742927.4962962
Argentina;769242057.986733
Armenia;358015507.114937
Aruba;98053343.8823571
Australia;6179374297.70856
Austria;4885123590.77348
Azerbaijan;740236000.0
Bahamas, The;193848517.8571
Bahrain;2391489361.70212
Bangladesh;41213540.6892769
Barbados;51615785.7846208
Belarus;123800000.0
Belgium;4564818715.74935
Belize;45202220.8003739
Benin;88136694.4092266
Bermuda;213856867.829307
Bhutan;52526250.439501
Bolivia;222250464.340478
Bosnia and Herzegovina;60512502.9427537
Botswana;80447980.7958848
Brazil;1385076006.47
Bulgaria;126530000.0
Burkina Faso;188062679.743842
Burundi;16966533.9970575
Cabo Verde;36460830.9082514
Cambodia;356857492.012196
Cameroon;81209328.7727286
Canada;5255722464.64191
Cayman Islands;371197417.729328
Chile;345594093.542873
China;6210890955.57
Colombia;258624566.969654
Comoros;920601.507883439
Congo, Dem. Rep.;450360618.476024
Congo, Rep.;401913167.789797
Costa Rica;416129213.480398
Cote d'Ivoire;715984964.055524
Croatia;276588135.155273
Curacao;127391061.452514
Cyprus;689854494.167956
Czechia;1658604748.22938
Denmark;2914430190.47191
Dominica;21161683.974074
Dominican Republic;617100000.0
Ecuador;302374307.716292
Egypt, Arab Rep.;352200000.0
El Salvador;164990212.17
Estonia;121850347.700687
Ethiopia;29869539.2632145
Fiji;13015472.7656233
Finland;1245105871.7228
France;14430722882.1849
French Polynesia;22659424.6012585
Gambia, The;17797429.1852169
Georgia;100492400.12
Germany;15369178335.4719
Ghana;1548909687.62726
Greece;1800318875.52917
Grenada;47840931.2566665
Guatemala;18786480.0
Guinea;33870677.1223562
Guinea-Bissau;39780250.8123264
Guyana;151564738.603099
Haiti;266340122.310086
Honduras;41100000.0
Hong Kong SAR, China;816526002.584576
Hungary;580163914.440947
Iceland;246667889.401116
India;5622636934.73719
Indonesia;5150593774.53716
Iraq;349600000.0
Ireland;1560607324.42944
Israel;1927500000.0
Italy;8677587198.8777
Jamaica;298112484.858385
Japan;5066869685.05945
Jordan;569999999.999999
Kazakhstan;2396148203.76026
Kenya;17907896.6647359
Kiribati;1035283.88511128
Korea, Rep.;10784300000.0
Kosovo;66754503.0142293
Kuwait;15287570250.0847
Kyrgyz Republic;377876057.473422
Lao PDR;39476133.67
Latvia;233810559.591579
Lebanon;4170870499.8
Liberia;357014804.500034
Libya;755800000.0
Lithuania;583843381.169258
Luxembourg;11679077113.5343
Macao SAR, China;2026879348.86577
North Macedonia;24250401.0
Madagascar;47656921.8462246
Malawi;7593224.62247674
